Id,Position,Name,Salary,GameInfo,AvgPointsPerGame
86,SG,Wayne Ellington,3000,GS@LAL 09:30PM ET,14.65
87,PG,Ish Smith,3000,Hou@OKC 07:00PM ET,6.667
88,PF,Darrell Arthur,3000,Den@NY 01:00PM ET,13.714
89,SF,Justin Holiday,3000,GS@LAL 09:30PM ET,1.917
90,C,Cole Aldrich,3000,Den@NY 01:00PM ET,10.25
91,C,Robert Sacre,3000,GS@LAL 09:30PM ET,6.25
92,C,Festus Ezeli,3000,GS@LAL 09:30PM ET,8.938
93,C,Justin Hamilton,3000,Mil@Mia 06:00PM ET,11.75
94,PF,Quincy Acy,3000,Den@NY 01:00PM ET,12.156
95,PF,Travis Wear,3000,Den@NY 01:00PM ET,3.643
96,PF,Ryan Kelly,3000,GS@LAL 09:30PM ET,6.75
97,PG,Erick Green,3000,Den@NY 01:00PM ET,8.75
98,SF,Khris Middleton,3000,Mil@Mia 06:00PM ET,18.375
99,SG,Xavier Henry,3000,GS@LAL 09:30PM ET,2.571
100,PG,Troy Daniels,3000,Hou@OKC 07:00PM ET,3.607
101,SG,Andre Dawkins,3000,Mil@Mia 06:00PM ET,-0.25
102,PG,Nate Wolters,3000,Mil@Mia 06:00PM ET,7.5
103,SF,Perry Jones,3000,Hou@OKC 07:00PM ET,22.35
104,PF,Tarik Black,3000,Hou@OKC 07:00PM ET,7.143
105,PG,Jordan Clarkson,3000,GS@LAL 09:30PM ET,8.094
106,PG,Kendall Marshall,3000,Mil@Mia 06:00PM ET,3.938
107,SG,James Ennis,3000,Mil@Mia 06:00PM ET,5.778
108,SG,Nick Johnson,3000,Hou@OKC 07:00PM ET,1.083
109,PF,Johnny O'Bryant,3000,Mil@Mia 06:00PM ET,0
110,C,Ognjen Kuzmic,3000,GS@LAL 09:30PM ET,1.917
111,PF,Grant Jerrett,3000,Hou@OKC 07:00PM ET,0
112,PF,Mitch McGary,3000,Hou@OKC 07:00PM ET,0
113,SF,Cleanthony Early,3000,Den@NY 01:00PM ET,5.536
114,C,Jusuf Nurkic,3000,Den@NY 01:00PM ET,11.143
115,PF,Clint Capela,3000,Hou@OKC 07:00PM ET,4.75
116,SF,Damien Inglis,3000,Mil@Mia 06:00PM ET,0
